id,DS,AM Pizza Rack,PM Pizza Racks,gf,vegan,vgf,sales,pizza,notes,weather
3656,2017-02-07,13.5,12.5,0,0,0,7750,“needs logging”,“none recorded”,“none recorded”
3657,2017-02-08,16,14,0,0,0,9984,“needs logging”,“none recorded”,“none recorded”
3658,2017-02-09,14,16,0,0,0,9526,“needs logging”,“none recorded”,“none recorded”
3659,2017-02-10,28,24,0,0,0,15417,“needs logging”,“none recorded”,“none recorded”
3660,2017-02-11,34.5,20.5,0,0,0,17234,“needs logging”,“none recorded”,“none recorded”
3661,2017-02-12,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3662,2017-02-13,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3663,2017-02-14,14.5,17,0,0,0,11705,“needs logging”,“none recorded”,“none recorded”
3664,2017-02-15,14,12,0,0,0,8523,“needs logging”,“none recorded”,“none recorded”
3665,2017-02-16,14,17.25,0,0,0,10434,“needs logging”,“none recorded”,“none recorded”
3666,2017-02-17,20.5,22.5,0,0,0,13560,“needs logging”,“none recorded”,“none recorded”
3667,2017-02-18,33.5,26.5,0,0,0,19005,“needs logging”,“none recorded”,“none recorded”
3668,2017-02-19,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3669,2017-02-20,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3670,2017-02-21,15,13.5,0,0,0,8738,“needs logging”,“none recorded”,“none recorded”
3671,2017-02-22,17.5,13,0,0,0,9538,“needs logging”,“none recorded”,“none recorded”
3672,2017-02-23,18,15,0,0,0,10533,“needs logging”,“none recorded”,“none recorded”
3673,2017-02-24,26.5,26,0,0,0,15663,“needs logging”,“none recorded”,“none recorded”
3674,2017-02-25,32,23.5,0,0,0,18552,“needs logging”,“none recorded”,“none recorded”
3675,2017-02-26,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3676,2017-02-27,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3677,2017-02-28,14,11.5,0,0,0,7956,“needs logging”,“none recorded”,“none recorded”
3678,2017-03-01,17.5,13.5,0,0,0,9972,“needs logging”,“none recorded”,“none recorded”
3679,2017-03-02,16,19,0,0,0,9300,“needs logging”,“none recorded”,“none recorded”
3680,2017-03-03,24,21,0,0,0,14449,“needs logging”,“none recorded”,“none recorded”
3681,2017-03-04,32.5,24.5,0,0,0,18090,“needs logging”,“none recorded”,“none recorded”
3682,2017-03-05,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3683,2017-03-06,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3684,2017-03-07,14,13.5,0,0,0,9825,“needs logging”,“none recorded”,“none recorded”
3685,2017-03-08,15.5,14.5,0,0,0,10478,“needs logging”,“none recorded”,“none recorded”
3686,2017-03-09,17.5,19.5,0,0,0,11668,“needs logging”,“none recorded”,“none recorded”
3687,2017-03-10,24,21,0,0,0,14716,“needs logging”,“none recorded”,“none recorded”
3688,2017-03-11,32,27.5,0,0,0,19418,“needs logging”,“none recorded”,“none recorded”
3689,2017-03-12,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3690,2017-03-13,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3691,2017-03-14,13,14,0,0,0,10317,“needs logging”,“none recorded”,“none recorded”
3692,2017-03-15,15,14,0,0,0,9385,“needs logging”,“none recorded”,“none recorded”
3693,2017-03-16,19,23.5,0,0,0,12676,“needs logging”,“none recorded”,“none recorded”
3694,2017-03-17,22,23,0,0,0,15877,“needs logging”,“none recorded”,“none recorded”
3695,2017-03-18,33,22.5,0,0,0,18288,“needs logging”,“none recorded”,“none recorded”
3696,2017-03-19,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3697,2017-03-20,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3698,2017-03-21,16,14,0,0,0,11118,“needs logging”,“none recorded”,“none recorded”
3699,2017-03-22,16.5,16,0,0,0,10790,“needs logging”,“none recorded”,“none recorded”
3700,2017-03-23,16,16,0,0,0,11227,“needs logging”,“none recorded”,“none recorded”
3701,2017-03-24,24.5,24.5,0,0,0,15802,“needs logging”,“none recorded”,“none recorded”
3702,2017-03-25,32.5,28.5,0,0,0,19353,“needs logging”,“none recorded”,“none recorded”
3703,2017-03-26,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3704,2017-03-27,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3705,2017-03-28,17,15,0,0,0,9903,“needs logging”,“none recorded”,“none recorded”
3706,2017-03-29,15.5,15,0,0,0,10438,“needs logging”,“none recorded”,“none recorded”
3707,2017-03-30,17.5,15,0,0,0,11066,“needs logging”,“none recorded”,“none recorded”
3708,2017-03-31,26,24.5,0,0,0,15950,“needs logging”,“none recorded”,“none recorded”
3709,2017-04-01,28,21,0,0,0,17174,“needs logging”,“none recorded”,“none recorded”
3710,2017-04-02,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3711,2017-04-03,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3712,2017-04-04,15.5,14,0,0,0,9957,“needs logging”,“none recorded”,“none recorded”
3713,2017-04-05,14.5,13,0,0,0,10039,“needs logging”,“none recorded”,“none recorded”
3714,2017-04-06,15,14,0,0,0,10219,“needs logging”,“none recorded”,“none recorded”
3715,2017-04-07,23.5,20.5,0,0,0,14462,“needs logging”,“none recorded”,“none recorded”
3716,2017-04-08,33,29,0,0,0,21178,“needs logging”,“none recorded”,“none recorded”
3717,2017-04-09,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3718,2017-04-10,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3719,2017-04-11,15.5,14,0,0,0,9976,“needs logging”,“none recorded”,“none recorded”
3720,2017-04-12,17,13.5,0,0,0,10023,“needs logging”,“none recorded”,“none recorded”
3721,2017-04-13,17,17,0,0,0,11746,“needs logging”,“none recorded”,“none recorded”
3722,2017-04-14,26.5,24.5,0,0,0,17074,“needs logging”,“none recorded”,“none recorded”
3723,2017-04-15,32,23,0,0,0,18759,“needs logging”,“none recorded”,“none recorded”
3724,2017-04-16,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3725,2017-04-17,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3726,2017-04-18,15,14,0,0,0,10302,“needs logging”,“none recorded”,“none recorded”
3727,2017-04-19,15,15,0,0,0,10483,“needs logging”,“none recorded”,“none recorded”
3728,2017-04-20,16,18.5,0,0,0,11368,“needs logging”,“none recorded”,“none recorded”
3729,2017-04-21,25.5,26,0,0,0,18436,“needs logging”,“none recorded”,“none recorded”
3730,2017-04-22,27,31,0,0,0,17674,“needs logging”,“none recorded”,“none recorded”
3731,2017-04-23,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3732,2017-04-24,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3733,2017-04-25,14,13.5,0,0,0,9566,“needs logging”,“none recorded”,“none recorded”
3734,2017-04-26,17,12,0,0,0,8714,“needs logging”,“none recorded”,“none recorded”
3735,2017-04-27,15,20,0,0,0,12342,“needs logging”,“none recorded”,“none recorded”
3736,2017-04-28,24,21,0,0,0,15513,“needs logging”,“none recorded”,“none recorded”
3737,2017-04-29,29.5,25,0,0,0,18006,“needs logging”,“none recorded”,“none recorded”
3738,2017-04-30,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3739,2017-05-01,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3740,2017-05-02,16,14,0,0,0,11656,“needs logging”,“none recorded”,“none recorded”
3741,2017-05-03,17.5,17.5,0,0,0,12393,“needs logging”,“none recorded”,“none recorded”
3742,2017-05-04,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3743,2017-05-05,22.5,27.5,0,0,0,14931,“needs logging”,“none recorded”,“none recorded”
3744,2017-05-06,45,32,0,0,0,25099,“needs logging”,“none recorded”,“none recorded”
3745,2017-05-07,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3746,2017-05-08,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3747,2017-05-09,16,13,0,0,0,9881.58,“needs logging”,“none recorded”,“none recorded”
3748,2017-05-10,16,15,0,0,0,10986,“needs logging”,“none recorded”,“none recorded”
3749,2017-05-11,19,20,0,0,0,13235,“needs logging”,“none recorded”,“none recorded”
3750,2017-05-12,31,30,0,0,0,19566,“needs logging”,“none recorded”,“none recorded”
3751,2017-05-13,37,26,0,0,0,20500,“needs logging”,“none recorded”,“none recorded”
3752,2017-05-14,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3753,2017-05-15,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3754,2017-05-16,18.25,16.5,0,0,0,11659.98,“needs logging”,“none recorded”,“none recorded”
3755,2017-05-17,17,17,0,0,0,12984,“needs logging”,“none recorded”,“none recorded”
3756,2017-05-18,19.5,22.5,0,0,0,14829,“needs logging”,“none recorded”,“none recorded”
3757,2017-05-19,24,22,0,0,0,14568,“needs logging”,“none recorded”,“none recorded”
3758,2017-05-20,35,23.5,0,0,0,19325,“needs logging”,“none recorded”,“none recorded”
3759,2017-05-21,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3760,2017-05-22,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3761,2017-05-23,15,12,0,0,0,9490,“needs logging”,“none recorded”,“none recorded”
3762,2017-05-24,17.5,16.5,0,0,0,11054,“needs logging”,“none recorded”,“none recorded”
3763,2017-05-25,16.5,17.5,0,0,0,11775,“needs logging”,“none recorded”,“none recorded”
3764,2017-05-26,24.5,23,0,0,0,15345,“needs logging”,“none recorded”,“none recorded”
3765,2017-05-27,36,28,0,0,0,22474,“needs logging”,“none recorded”,“none recorded”
3766,2017-05-28,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3767,2017-05-29,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3768,2017-05-30,17,15,0,0,0,10810,“needs logging”,“none recorded”,“none recorded”
3769,2017-05-31,16,15.5,0,0,0,10338,“needs logging”,“none recorded”,“none recorded”
3770,2017-06-01,18,19,0,0,0,11735,“needs logging”,“none recorded”,“none recorded”
3771,2017-06-02,26,24.5,0,0,0,15855,“needs logging”,“none recorded”,“none recorded”
3772,2017-06-03,33.5,26,0,0,0,18957,“needs logging”,“none recorded”,“none recorded”
3773,2017-06-04,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3774,2017-06-05,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3775,2017-06-06,15.5,14,0,0,0,10207,“needs logging”,“none recorded”,“none recorded”
3776,2017-06-07,22,18,0,0,0,12900,“needs logging”,“none recorded”,“none recorded”
3777,2017-06-08,14.5,15.5,0,0,0,9772,“needs logging”,“none recorded”,“none recorded”
3778,2017-06-09,28,25.5,0,0,0,14594,“needs logging”,“none recorded”,“none recorded”
3779,2017-06-10,30,24.5,0,0,0,18111,“needs logging”,“none recorded”,“none recorded”
3780,2017-06-11,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3781,2017-06-12,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3782,2017-06-13,16.5,13.5,0,0,0,10134,“needs logging”,“none recorded”,“none recorded”
3783,2017-06-14,17.5,16,0,0,0,11114,“needs logging”,“none recorded”,“none recorded”
3784,2017-06-15,22,19,0,0,0,13651,“needs logging”,“none recorded”,“none recorded”
3785,2017-06-16,27.5,20,0,0,0,15324,“needs logging”,“none recorded”,“none recorded”
3786,2017-06-17,32.5,23.5,0,0,0,18836,“needs logging”,“none recorded”,“none recorded”
3787,2017-06-18,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3788,2017-06-19,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3789,2017-06-20,15,14.5,0,0,0,10599,“needs logging”,“none recorded”,“none recorded”
3790,2017-06-21,14.5,15,0,0,0,11167,“needs logging”,“none recorded”,“none recorded”
3791,2017-06-22,16.5,20,0,0,0,12507,“needs logging”,“none recorded”,“none recorded”
3792,2017-06-23,24,26,0,0,0,16211,“needs logging”,“none recorded”,“none recorded”
3793,2017-06-24,31,24.5,0,0,0,18920,“needs logging”,“none recorded”,“none recorded”
3794,2017-06-25,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3795,2017-06-26,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3796,2017-06-27,17,15,0,0,0,10730,“needs logging”,“none recorded”,“none recorded”
3797,2017-06-28,15,14,0,0,0,10120,“needs logging”,“none recorded”,“none recorded”
3798,2017-06-29,20,22,0,0,0,14353,“needs logging”,“none recorded”,“none recorded”
3799,2017-06-30,30,27.5,0,0,0,17778,“needs logging”,“none recorded”,“none recorded”
3800,2017-07-01,39,31,0,0,0,22582,“needs logging”,“none recorded”,“none recorded”
3801,2017-07-02,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3802,2017-07-03,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3803,2017-07-04,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3804,2017-07-05,18,16,0,0,0,11286,“needs logging”,“none recorded”,“none recorded”
3805,2017-07-06,18,17.5,0,0,0,12141,“needs logging”,“none recorded”,“none recorded”
3806,2017-07-07,25,23,0,0,0,15779,“needs logging”,“none recorded”,“none recorded”
3807,2017-07-08,32,21,0,0,0,18717,“needs logging”,“none recorded”,“none recorded”
3808,2017-07-09,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3809,2017-07-10,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3810,2017-07-11,17.5,16.5,0,0,0,11162,“needs logging”,“none recorded”,“none recorded”
3811,2017-07-12,16,16,0,0,0,10945,“needs logging”,“none recorded”,“none recorded”
3812,2017-07-13,18,17.5,0,0,0,11458,“needs logging”,“none recorded”,“none recorded”
3813,2017-07-14,28,27,0,0,0,17799,“needs logging”,“none recorded”,“none recorded”
3814,2017-07-15,32.5,26,0,0,0,19525,“needs logging”,“none recorded”,“none recorded”
3815,2017-07-16,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3816,2017-07-17,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
3817,2017-07-18,17.5,19.5,0,0,0,12662,“needs logging”,“none recorded”,“none recorded”
3818,2017-07-19,16.5,15.5,0,0,0,10798,“needs logging”,“none recorded”,“none recorded”
3819,2017-07-20,18,19.5,0,0,0,12973,“needs logging”,“none recorded”,“none recorded”
3820,2017-07-21,26,20,0,0,0,15284,“needs logging”,“none recorded”,“none recorded”
